Estado;Año;Semestre;Trimestre;Mes;Fecha_Inicio;Fecha_Final;Red;Nivel;Id_Prestador;Prestador;Id_Sede;Sede;Sede_Homologada;Tipo_Sede;Latitud;Longitud;Decreto_2193;Grupo_Servicio;Tipo_Camas;Estandar_Rendimiento;Servicio_Padre;Id_Servicio_Hijo;Servicio_Hijo;Id_Servicio_Nieto;Servicio_Nieto;Id_Servicio_Habilitacion;Servicio_Habilitacion;Oportunidad;Egresos_Vinculado_Servicio;Egresos_Subsidiado_Servicio;Egresos_Contributivo_Servicio;Egresos_Otro;Total_Egresos_Servicio;UVR;Egresos_Vinculado_Servicio_UVR;Egresos_Subsidiado_Servicio_UVR;Egresos_Contributivo_Servicio_UVR;Egresos_Otro_Servicio_UVR;Total_Egresos_Servicio_UVR;Camas_Disponibles;Camas_Habilitadas;Oferta_Teorica_INF;Dias_Cama_Disponible;Dias_Cama_Ocupado;Dias_Cama_Inhabilitadas;Egresos_Vinculado_Institucional;Egresos_Subsidiado_Institucional;Egresos_Contributivo_Institucional;Egresos_Otro_Institucional;Total_Egresos_Institucional;Dias_Estancia_Institucional;FechaFiltro
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300503;CUIDADO INTENSIVO NEONATAL;108;CUIDADO INTENSIVO NEONATAL;0;0;27;9;0;36;108,55;0;2930,85;976,95;0;3907,8;16;7;58;496;274;0;0;0;0;0;0;0;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300603;CUIDADO INTERMEDIO NEONATAL;105;CUIDADO INTERMEDIO NEONATAL;0;0;35;17;0;52;51,33;0;1796,55;872,61;0;2669,16;15;6;72;465;301;0;0;0;0;0;0;0;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;21;704;388;223;1336;11,64;244,44;8194,56;4516,32;2595,72;15551,04;42;42;1171;1302;1336;0;21;683;353;219;1276;1276;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;3;39;8;10;60;11,64;34,92;453,96;93,12;116,4;698,4;5;0;55;155;150;0;3;39;8;10;60;193;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100616;UNIDAD DE SERVICIOS DE SALUD GAITANA I;UNIDAD DE SERVICIOS DE SALUD GAITANA I;CAPS;474,083;-741,102;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;1;37;20;0;58;10,74;10,74;397,38;214,8;0;622,92;4;4;111;124;58;0;1;37;20;0;58;58;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100623;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;CAPS;465,374;-740,655;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;14;232;70;26;342;10,74;150,36;2491,68;751,8;279,24;3673,08;12;12;334;372;342;0;14;222;66;23;325;325;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100623;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;CAPS;465,374;-740,655;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;6;89;27;10;132;10,74;64,44;955,86;289,98;107,4;1417,68;25;28;137;775;670;93;6;89;27;10;132;833;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100623;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;CAPS;465,374;-740,655;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300501;CUIDADO INTENSIVO ADULTO;110;CUIDADO INTENSIVO ADULTOS;0;0;9;0;1;10;108,55;0;976,95;0;108,55;1085,5;13;13;302;403;12;0;0;0;0;0;0;0;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;0;10;1;3;14;15,64;0;156,4;15,64;46,92;218,96;2;0;13;60;55;0;0;10;1;3;14;40;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;4;111;51;37;203;15,64;62,56;1736,04;797,64;578,68;3174,92;90;110;279;2700;1764;0;4;111;51;37;203;2600;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos obstétricos (partos, cesáreas y otros egresos obstétricos);Obstétricos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300104;OBSTETRICIA;101;GENERAL ADULTOS;0;0;8;5;11;24;15,64;0;125,12;78,2;172,04;375,36;2;0;22;60;58;0;0;8;5;11;24;54;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos quirúrgicos (Sin incluir partos, cesáreas y otros egresos obstétricos);Quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300105;QUIRURGICO;101;GENERAL ADULTOS;0;7;145;53;55;260;15,64;109,48;2267,8;828,92;860,2;4066,4;61;63;242;1830;1763;0;7;145;53;55;260;1576;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300202;PEDIATRIA;102;GENERAL PEDIÁTRICA;0;0;45;17;16;78;15,64;0;703,8;265,88;250,24;1219,92;29;39;105;870;581;0;0;45;17;16;78;495;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300203;UNIDAD DE CUIDADO BASICO NEONATAL;102;GENERAL PEDIÁTRICA;0;0;2;0;0;2;15,64;0;31,28;0;0;31,28;1;16;5;30;10;0;0;2;0;0;2;4;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos salud mental;Salud mental;Salud Mental;3;HOSPITALIZACIÓN;3003;SALUD MENTAL;300302;PSIQUIATRIA;103;PSIQUIATRÍA O UNIDAD DE SALUD MENTAL;0;3;37;52;6;98;15,64;46,92;578,68;813,28;93,84;1532,72;26;32;91;780;756;180;3;37;52;6;98;371;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300501;CUIDADO INTENSIVO ADULTO;110;CUIDADO INTENSIVO ADULTOS;0;2;42;14;6;64;108,55;217,1;4559,1;1519,7;651,3;6947,2;124;159;105;3720;2040;0;0;4;2;1;7;49;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300504;CUIDADO INTENSIVO PEDIATRICO;109;CUIDADO INTENSIVO PEDIÁTRICO;0;0;10;3;3;16;108,55;0;1085,5;325,65;325,65;1736,8;9;9;20;270;191;0;0;1;0;2;3;42;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300604;CUIDADO INTERMEDIO PEDIATRICO;106;CUIDADO INTERMEDIO PEDIÁTRICO;0;0;1;1;0;2;51,33;0;51,33;51,33;0;102,66;1;1;2;30;19;0;0;0;0;0;0;0;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;27;815;300;145;1287;15,64;422,28;12746,6;4692;2267,8;20128,68;66;66;1782;1980;1287;0;27;770;284;136;1217;1217;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;;Otros;Especializada;;HOSPITALIZACIÓN;3008;UNIDAD DE QUEMADOS ADULTO;300605;UNIDAD DE QUEMADOS CUIDADO INTENSIVO ADULTO;111;UNIDAD DE QUEMADOS ADULTOS;0;0;27;7;4;38;108,55;0;2930,85;759,85;434,2;4124,9;14;0;40;420;355;0;0;16;5;2;23;258;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;;Otros;Especializada;;HOSPITALIZACIÓN;3008;UNIDAD DE QUEMADOS ADULTO;300712;UNIDAD DE QUEMADOS CUIDADO INTERMEDIO ADULTO;111;UNIDAD DE QUEMADOS ADULTOS;0;0;16;5;2;23;51,33;0;821,28;256,65;102,66;1180,59;16;21;26;480;377;0;0;16;5;2;23;632;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;;Otros;Especializada;;HOSPITALIZACIÓN;3009;UNIDAD DE QUEMADOS PEDIATRICA;300714;UNIDAD DE QUEMADOS CUIDADO INTERMEDIO PEDIATRICO;116;QUEMADOS PEDIÁTRICO;0;0;6;3;1;10;51,33;0;307,98;153,99;51,33;513,3;12;3;30;360;108;0;0;6;3;1;10;126;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100602;UNIDAD DE SERVICIOS DE SALUD FRAY BARTOLOMÉ DE LAS CASAS;UNIDAD DE SERVICIOS DE SALUD FRAY BARTOLOMÉ DE LAS CASAS;CAPS;46,928;-740,677;Egresos salud mental;Salud mental;Salud Mental;3;HOSPITALIZACIÓN;3003;SALUD MENTAL;300302;PSIQUIATRIA;103;PSIQUIATRÍA O UNIDAD DE SALUD MENTAL;0;6;92;30;1;129;15,64;93,84;1438,88;469,2;15,64;2017,56;95;102;120;2850;2757;210;6;92;30;1;129;2703;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;4;58;25;29;116;11,64;46,56;675,12;291;337,56;1350,24;8;0;108;240;230;0;4;58;25;29;116;300;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;9;247;106;38;400;11,64;104,76;2875,08;1233,84;442,32;4656;32;40;387;960;891;60;9;247;106;38;400;2600;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos obstétricos (partos, cesáreas y otros egresos obstétricos);Obstétricos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300104;OBSTETRICIA;101;GENERAL ADULTOS;0;3;92;36;105;236;11,64;34,92;1070,88;419,04;1222,2;2747,04;15;23;305;450;313;0;3;92;36;105;236;542;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos quirúrgicos (Sin incluir partos, cesáreas y otros egresos obstétricos);Quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300105;QUIRURGICO;101;GENERAL ADULTOS;0;12;212;122;70;416;11,64;139,68;2467,68;1420,08;814,8;4842,24;36;40;426;1080;948;60;12;212;122;70;416;1392;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300203;UNIDAD DE CUIDADO BASICO NEONATAL;102;GENERAL PEDIÁTRICA;0;0;79;21;4;104;11,64;0;919,56;244,44;46,56;1210,56;13;12;100;390;365;0;0;79;21;4;104;462;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300501;CUIDADO INTENSIVO ADULTO;110;CUIDADO INTENSIVO ADULTOS;0;0;29;13;5;47;108,55;0;3147,95;1411,15;542,75;5101,85;62;64;89;1860;876;0;0;0;0;0;0;0;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300503;CUIDADO INTENSIVO NEONATAL;108;CUIDADO INTENSIVO NEONATAL;0;0;6;1;1;8;108,55;0;651,3;108,55;108,55;868,4;4;4;10;120;83;0;0;0;0;0;0;0;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300603;CUIDADO INTERMEDIO NEONATAL;105;CUIDADO INTERMEDIO NEONATAL;0;0;26;0;0;26;51,33;0;1334,58;0;0;1334,58;6;10;45;180;93;90;0;0;0;0;0;0;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;23;577;293;181;1074;11,64;267,72;6716,28;3410,52;2106,84;12501,36;45;45;1215;1350;1074;0;21;562;275;175;1033;1033;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300106;VIH/SIDA;101;GENERAL ADULTOS;0;5;7;6;1;19;15,64;78,2;109,48;93,84;15,64;297,16;5;0;17;150;145;0;5;7;6;1;19;436;01/11/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;11;01/11/2020 12:00:00 a. m.;30/11/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100604;UNIDAD DE SERVICIOS DE SALUD EMAUS;UNIDAD DE SERVICIOS DE SALUD EMAUS;CAPS;471,522;-741,409;;Otros;Crónica;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300107;CUIDADO CRONICO;101;GENERAL ADULTOS;0;0;7;2;2;11;0;0;0;0;0;0;17;17;10;510;499;0;0;7;2;2;11;569;01/11/2020 12:00:00 a. m.
